,Date,Time,Day,Station,Delay Code,Min Delay,Min Gap,Direction,Line,Vehicle,Latitude,Longitude,Incident,Rush Hour Index,Mean Temp (°C),Total Rain (mm),Total Snow (cm),Total Precip (mm),Snow on Grnd (cm),Spd of Max Gust (km/h)
130,2024-05-01,18:46:00,Wednesday,KIPLING STATION,MUI,3.0,6.0,E,BD,5008.0,43.63795,-79.53535,Injured or ill Customer (On Train) - Transported,1,11.8,0.0,0.0,0.0,,38.0
131,2024-05-02,17:47:00,Thursday,EGLINTON STATION,MUI,32.0,35.0,N,YU,5431.0,43.70522,-79.39844,Injured or ill Customer (On Train) - Transported,1,15.3,0.0,0.0,0.0,,37.0
132,2024-05-03,06:07:00,Friday,UNION STATION,MUI,19.0,23.0,N,YU,5946.0,43.64533,-79.38069,Injured or ill Customer (On Train) - Transported,0,13.8,3.1,0.0,3.1,,36.0
133,2024-05-03,14:50:00,Friday,SHEPPARD WEST STATION,MUI,13.0,18.0,S,YU,5751.0,43.7497,-79.4629,Injured or ill Customer (On Train) - Transported,0,13.8,3.1,0.0,3.1,,36.0
134,2024-05-03,19:56:00,Friday,CHESTER STATION,MUI,13.0,18.0,E,BD,5296.0,43.67838,-79.35269,Injured or ill Customer (On Train) - Transported,0,13.8,3.1,0.0,3.1,,36.0
135,2024-05-04,16:38:00,Saturday,ST GEORGE BD STATION,MUI,12.0,16.0,E,BD,5010.0,43.6683,-79.3987,Injured or ill Customer (On Train) - Transported,1,17.0,0.0,0.0,0.0,,35.0
136,2024-05-05,14:26:00,Sunday,BROADVIEW STATION,MUI,13.0,17.0,E,BD,5361.0,43.67674,-79.35868,Injured or ill Customer (On Train) - Transported,0,14.9,3.5,0.0,3.5,,
137,2024-05-05,19:30:00,Sunday,KIPLING STATION,MUI,5.0,10.0,W,BD,5328.0,43.63795,-79.53535,Injured or ill Customer (On Train) - Transported,0,14.9,3.5,0.0,3.5,,
138,2024-05-06,10:06:00,Monday,SHEPPARD STATION,MUI,4.0,7.0,N,YU,5836.0,43.74983,-79.38629,Injured or ill Customer (On Train) - Transported,0,14.1,0.0,0.0,0.0,,32.0
139,2024-05-06,15:34:00,Monday,SPADINA YUS STATION,MUI,8.0,13.0,N,YU,6016.0,43.6683,-79.4033,Injured or ill Customer (On Train) - Transported,1,14.1,0.0,0.0,0.0,,32.0
140,2024-05-09,07:36:00,Thursday,DAVISVILLE STATION,MUI,6.0,9.0,S,BD,5451.0,43.69806,-79.39722,Injured or ill Customer (On Train) - Transported,1,12.3,0.0,0.0,0.0,,
141,2024-05-11,19:54:00,Saturday,YORKDALE STATION,MUI,7.0,13.0,N,YU,5946.0,43.72484,-79.44703,Injured or ill Customer (On Train) - Transported,0,12.4,0.6,0.0,0.6,,41.0
142,2024-05-11,21:34:00,Saturday,DOWNSVIEW PARK STATION,MUI,6.0,11.0,N,YU,6066.0,43.7545,-79.477,Injured or ill Customer (On Train) - Transported,0,12.4,0.6,0.0,0.6,,41.0
143,2024-05-12,22:10:00,Sunday,SHEPPARD-YONGE STATION,MUI,15.0,22.0,W,SHP,6156.0,43.76168,-79.41003,Injured or ill Customer (On Train) - Transported,0,14.4,0.0,0.0,0.0,,34.0
144,2024-05-13,08:49:00,Monday,DUNDAS STATION,MUI,6.0,9.0,S,YU,5936.0,43.65651,-79.38062,Injured or ill Customer (On Train) - Transported,1,17.5,0.9,0.0,0.9,,44.0
145,2024-05-13,13:51:00,Monday,RUNNYMEDE STATION,MUI,10.0,14.0,E,BD,5287.0,43.65127,-79.47573,Injured or ill Customer (On Train) - Transported,0,17.5,0.9,0.0,0.9,,44.0
146,2024-05-14,11:14:00,Tuesday,VAUGHAN MC STATION,MUI,5.0,10.0,S,YU,5461.0,43.7942,-79.5322,Injured or ill Customer (On Train) - Transported,0,15.9,0.3,0.0,0.3,,
147,2024-05-14,14:34:00,Tuesday,ST GEORGE BD STATION,MUI,4.0,8.0,W,BD,5078.0,43.6683,-79.3987,Injured or ill Customer (On Train) - Transported,0,15.9,0.3,0.0,0.3,,
148,2024-05-14,19:02:00,Tuesday,NORTH YORK CTR STATION,MUI,14.0,17.0,S,YU,5501.0,43.7681,-79.4124,Injured or ill Customer (On Train) - Transported,0,15.9,0.3,0.0,0.3,,
149,2024-05-16,14:10:00,Thursday,PAPE STATION,MUI,10.0,14.0,E,BD,5244.0,43.68307,-79.34811,Injured or ill Customer (On Train) - Transported,0,15.7,0.0,0.0,0.0,,
150,2024-05-18,21:49:00,Saturday,ST CLAIR STATION,MUI,17.0,22.0,N,YU,5541.0,43.68806,-79.39361,Injured or ill Customer (On Train) - Transported,0,17.1,0.0,0.0,0.0,,
151,2024-05-19,18:50:00,Sunday,SUMMERHILL STATION,MUI,18.0,22.0,N,YU,5596.0,43.682,-79.3903,Injured or ill Customer (On Train) - Transported,1,18.0,0.0,0.0,0.0,,
152,2024-05-19,22:43:00,Sunday,ST GEORGE YUS STATION,MUI,17.0,22.0,N,YU,5416.0,43.6683,-79.3987,Injured or ill Customer (On Train) - Transported,0,18.0,0.0,0.0,0.0,,
153,2024-05-19,22:58:00,Sunday,LAWRENCE STATION,MUI,4.0,9.0,N,YU,5551.0,43.72541,-79.40225,Injured or ill Customer (On Train) - Transported,0,18.0,0.0,0.0,0.0,,
154,2024-05-21,08:45:00,Tuesday,SPADINA BD STATION,MUI,20.0,22.0,W,BD,5368.0,43.6671,-79.4032,Injured or ill Customer (On Train) - Transported,1,23.4,0.0,0.0,0.0,,55.0
155,2024-05-23,18:39:00,Thursday,KENNEDY BD STATION,MUI,5.0,10.0,W,BD,5177.0,43.73228,-79.26554,Injured or ill Customer (On Train) - Transported,1,20.2,0.0,0.0,0.0,,46.0
156,2024-05-24,16:05:00,Friday,OLD MILL STATION,MUI,30.0,33.0,E,BD,5004.0,43.65053,-79.4957,Injured or ill Customer (On Train) - Transported,1,19.7,0.0,0.0,0.0,,50.0
157,2024-05-24,20:35:00,Friday,WARDEN STATION,MUI,26.0,31.0,W,BD,5027.0,43.71158,-79.27936,Injured or ill Customer (On Train) - Transported,0,19.7,0.0,0.0,0.0,,50.0
158,2024-05-24,21:40:00,Friday,OLD MILL STATION,MUI,22.0,27.0,E,BD,5125.0,43.65053,-79.4957,Injured or ill Customer (On Train) - Transported,0,19.7,0.0,0.0,0.0,,50.0
159,2024-05-26,21:01:00,Sunday,KEELE STATION,MUI,11.0,16.0,W,BD,5034.0,43.65521,-79.45968,Injured or ill Customer (On Train) - Transported,0,16.9,5.4,0.0,5.4,,51.0
160,2024-05-29,00:56:00,Wednesday,UNION STATION,MUI,5.0,10.0,N,YU,5951.0,43.64533,-79.38069,Injured or ill Customer (On Train) - Transported,0,14.6,0.0,0.0,0.0,,44.0
161,2024-05-30,09:52:00,Thursday,LAWRENCE STATION,MUI,12.0,7.0,S,YU,5736.0,43.72541,-79.40225,Injured or ill Customer (On Train) - Transported,1,13.4,0.0,0.0,0.0,,41.0
162,2024-05-31,20:45:00,Friday,DUNDAS STATION,MUI,7.0,13.0,N,YU,5751.0,43.65651,-79.38062,Injured or ill Customer (On Train) - Transported,0,16.3,0.0,0.0,0.0,,35.0
163,2024-06-03,14:33:00,Monday,DAVISVILLE STATION,MUI,5.0,10.0,N,YU,5776.0,43.69806,-79.39722,Injured or ill Customer (On Train) - Transported,0,19.6,0.0,0.0,0.0,,
164,2024-06-05,16:06:00,Wednesday,SPADINA YUS STATION,MUI,13.0,18.0,N,YU,5881.0,43.6683,-79.4033,Injured or ill Customer (On Train) - Transported,1,21.7,3.2,0.0,3.2,,39.0
165,2024-06-10,08:38:00,Monday,LAWRENCE STATION,MUI,12.0,15.0,S,YU,5865.0,43.72541,-79.40225,Injured or ill Customer (On Train) - Transported,1,13.8,0.0,0.0,0.0,,39.0
166,2024-06-10,13:37:00,Monday,DAVISVILLE STATION,MUI,4.0,9.0,N,YU,5786.0,43.69806,-79.39722,Injured or ill Customer (On Train) - Transported,0,13.8,0.0,0.0,0.0,,39.0
167,2024-06-11,08:13:00,Tuesday,WELLESLEY STATION,MUI,7.0,10.0,S,YU,5451.0,43.66536,-79.38353,Injured or ill Customer (On Train) - Transported,1,14.6,0.0,0.0,0.0,,
168,2024-06-11,09:47:00,Tuesday,FINCH STATION,MUI,5.0,10.0,S,YU,6036.0,43.78066,-79.41445,Injured or ill Customer (On Train) - Transported,1,14.6,0.0,0.0,0.0,,
169,2024-06-12,11:38:00,Wednesday,PAPE STATION,MUI,19.0,23.0,E,BD,5321.0,43.68307,-79.34811,Injured or ill Customer (On Train) - Transported,0,16.5,0.0,0.0,0.0,,34.0
170,2024-06-12,11:41:00,Wednesday,LANSDOWNE STATION,MUI,9.0,13.0,E,BD,5183.0,43.6641,-79.44263,Injured or ill Customer (On Train) - Transported,0,16.5,0.0,0.0,0.0,,34.0
171,2024-06-21,14:03:00,Friday,SPADINA YUS STATION,MUI,4.0,9.0,S,YU,5421.0,43.6683,-79.4033,Injured or ill Customer (On Train) - Transported,0,23.1,7.6,0.0,7.6,,
172,2024-06-21,18:56:00,Friday,DUPONT STATION,MUI,34.0,39.0,S,YU,5586.0,43.67411,-79.40634,Injured or ill Customer (On Train) - Transported,1,23.1,7.6,0.0,7.6,,
173,2024-06-24,07:40:00,Monday,EGLINTON STATION,MUI,4.0,7.0,S,YU,5626.0,43.70522,-79.39844,Injured or ill Customer (On Train) - Transported,1,22.9,0.0,0.0,0.0,,47.0
174,2024-06-25,15:18:00,Tuesday,SPADINA BD STATION,MUI,8.0,12.0,E,BD,5205.0,43.6671,-79.4032,Injured or ill Customer (On Train) - Transported,0,21.8,0.0,0.0,0.0,,58.0
175,2024-06-26,16:11:00,Wednesday,KIPLING STATION,MUI,3.0,6.0,E,BD,5078.0,43.63795,-79.53535,Injured or ill Customer (On Train) - Transported,1,22.5,6.7,0.0,6.7,,51.0
176,2024-06-26,18:58:00,Wednesday,FINCH STATION,MUI,3.0,6.0,S,YU,6126.0,43.78066,-79.41445,Injured or ill Customer (On Train) - Transported,1,22.5,6.7,0.0,6.7,,51.0
177,2024-06-26,22:20:00,Wednesday,YORKDALE STATION,MUI,11.0,16.0,S,YU,5736.0,43.72484,-79.44703,Injured or ill Customer (On Train) - Transported,0,22.5,6.7,0.0,6.7,,51.0
178,2024-06-27,22:52:00,Thursday,OSGOODE STATION,MUI,8.0,13.0,N,YU,5521.0,43.65054,-79.38684,Injured or ill Customer (On Train) - Transported,0,17.3,0.0,0.0,0.0,,39.0
179,2024-06-28,00:02:00,Friday,WOODBINE STATION,MUI,7.0,12.0,E,BD,5089.0,43.68584,-79.31512,Injured or ill Customer (On Train) - Transported,0,16.4,0.0,0.0,0.0,,
180,2024-06-28,01:01:00,Friday,QUEEN'S PARK STATION,MUI,13.0,18.0,N,YU,5846.0,43.65977,-79.39018,Injured or ill Customer (On Train) - Transported,0,16.4,0.0,0.0,0.0,,
181,2024-06-30,23:56:00,Sunday,FINCH STATION,MUI,6.0,12.0,S,YU,5636.0,43.78066,-79.41445,Injured or ill Customer (On Train) - Transported,0,17.7,0.6,0.0,0.6,,52.0
182,2024-07-02,07:38:00,Tuesday,DAVISVILLE STATION,MUI,4.0,7.0,S,YU,5466.0,43.69806,-79.39722,Injured or ill Customer (On Train) - Transported,1,18.8,0.0,0.0,0.0,,33.0
183,2024-07-02,18:35:00,Tuesday,FINCH WEST STATION,MUI,6.0,9.0,N,YU,5526.0,43.7699,-79.4872,Injured or ill Customer (On Train) - Transported,1,18.8,0.0,0.0,0.0,,33.0
184,2024-07-02,21:56:00,Tuesday,DOWNSVIEW PARK STATION,MUI,29.0,34.0,S,YU,5706.0,43.7545,-79.477,Injured or ill Customer (On Train) - Transported,0,18.8,0.0,0.0,0.0,,33.0
185,2024-07-03,10:38:00,Wednesday,KENNEDY BD STATION,MUI,4.0,8.0,E,BD,5234.0,43.73228,-79.26554,Injured or ill Customer (On Train) - Transported,0,24.8,0.0,0.0,0.0,,55.0
186,2024-07-04,17:54:00,Thursday,MUSEUM STATION,MUI,9.0,12.0,S,YU,5721.0,43.66771,-79.39332,Injured or ill Customer (On Train) - Transported,1,24.7,0.0,0.0,0.0,,32.0
187,2024-07-05,14:52:00,Friday,KENNEDY BD STATION,MUI,4.0,8.0,W,BD,5181.0,43.73228,-79.26554,Injured or ill Customer (On Train) - Transported,0,24.1,2.7,0.0,2.7,,35.0
188,2024-07-06,16:46:00,Saturday,ST CLAIR STATION,MUI,25.0,29.0,S,YU,5876.0,43.68806,-79.39361,Injured or ill Customer (On Train) - Transported,1,23.2,0.0,0.0,0.0,,42.0
189,2024-07-08,00:10:00,Monday,KENNEDY BD STATION,MUI,5.0,10.0,W,BD,5105.0,43.73228,-79.26554,Injured or ill Customer (On Train) - Transported,0,23.6,0.0,0.0,0.0,,
190,2024-07-10,12:16:00,Wednesday,WARDEN STATION,MUI,25.0,29.0,E,BD,5281.0,43.71158,-79.27936,Injured or ill Customer (On Train) - Transported,0,20.7,46.1,0.0,46.1,,42.0
191,2024-07-10,12:59:00,Wednesday,VICTORIA PARK STATION,MUI,11.0,15.0,W,BD,5321.0,43.69455,-79.28939,Injured or ill Customer (On Train) - Transported,0,20.7,46.1,0.0,46.1,,42.0
192,2024-07-11,14:20:00,Thursday,BATHURST STATION,MUI,17.0,21.0,W,BD,5218.0,43.66638,-79.41164,Injured or ill Customer (On Train) - Transported,0,22.9,3.1,0.0,3.1,,34.0
193,2024-07-11,16:16:00,Thursday,BLOOR STATION,MUI,4.0,7.0,N,YU,5751.0,43.67068,-79.38533,Injured or ill Customer (On Train) - Transported,1,22.9,3.1,0.0,3.1,,34.0
194,2024-07-11,22:21:00,Thursday,GLENCAIRN STATION,MUI,4.0,9.0,N,YU,5996.0,43.70958,-79.44449,Injured or ill Customer (On Train) - Transported,0,22.9,3.1,0.0,3.1,,34.0
195,2024-07-12,09:49:00,Friday,KENNEDY BD STATION,MUI,4.0,8.0,E,BD,5026.0,43.73228,-79.26554,Injured or ill Customer (On Train) - Transported,1,22.7,4.0,0.0,4.0,,31.0
196,2024-07-12,22:40:00,Friday,SPADINA BD STATION,MUI,15.0,20.0,E,BD,5152.0,43.6671,-79.4032,Injured or ill Customer (On Train) - Transported,0,22.7,4.0,0.0,4.0,,31.0
197,2024-07-13,12:34:00,Saturday,FINCH WEST STATION,MUI,8.0,12.0,N,YU,5896.0,43.7699,-79.4872,Injured or ill Customer (On Train) - Transported,0,22.6,0.0,0.0,0.0,,
198,2024-07-13,19:47:00,Saturday,FINCH STATION,MUI,5.0,10.0,S,YU,5496.0,43.78066,-79.41445,Injured or ill Customer (On Train) - Transported,0,22.6,0.0,0.0,0.0,,
199,2024-07-14,21:23:00,Sunday,QUEEN STATION,MUI,7.0,13.0,N,YU,5821.0,43.65262,-79.37919,Injured or ill Customer (On Train) - Transported,0,23.8,6.6,0.0,6.6,,65.0
200,2024-07-15,18:25:00,Monday,UNION STATION,MUI,5.0,8.0,S,YU,5951.0,43.64533,-79.38069,Injured or ill Customer (On Train) - Transported,1,23.9,25.1,0.0,25.1,,31.0
201,2024-07-15,21:33:00,Monday,KENNEDY BD STATION,MUI,6.0,12.0,W,BD,5120.0,43.73228,-79.26554,Injured or ill Customer (On Train) - Transported,0,23.9,25.1,0.0,25.1,,31.0
202,2024-07-16,13:57:00,Tuesday,VAUGHAN MC STATION,MUI,5.0,10.0,S,YU,6041.0,43.7942,-79.5322,Injured or ill Customer (On Train) - Transported,0,24.1,97.8,0.0,97.8,,72.0
203,2024-07-18,08:28:00,Thursday,ST GEORGE BD STATION,MUI,18.0,20.0,E,BD,5278.0,43.6683,-79.3987,Injured or ill Customer (On Train) - Transported,1,18.5,0.0,0.0,0.0,,43.0
204,2024-07-23,12:28:00,Tuesday,ST CLAIR WEST STATION,MUI,5.0,10.0,S,YU,5711.0,43.68403,-79.41553,Injured or ill Customer (On Train) - Transported,0,23.5,0.3,0.0,0.3,,
205,2024-07-25,07:54:00,Thursday,QUEEN'S PARK STATION,MUI,4.0,7.0,S,YU,5636.0,43.65977,-79.39018,Injured or ill Customer (On Train) - Transported,1,20.3,0.0,0.0,0.0,,43.0
206,2024-07-25,09:19:00,Thursday,PAPE STATION,MUI,19.0,22.0,E,BD,5140.0,43.68307,-79.34811,Injured or ill Customer (On Train) - Transported,1,20.3,0.0,0.0,0.0,,43.0
207,2024-07-25,23:09:00,Thursday,BAYVIEW STATION,MUI,14.0,21.0,E,SHP,6196.0,43.76965,-79.38716,Injured or ill Customer (On Train) - Transported,0,20.3,0.0,0.0,0.0,,43.0
208,2024-07-27,16:12:00,Saturday,DONLANDS STATION,MUI,13.0,17.0,E,BD,5258.0,43.68418,-79.33492,Injured or ill Customer (On Train) - Transported,1,21.5,0.0,0.0,0.0,,
209,2024-07-29,16:53:00,Monday,LANSDOWNE STATION,MUI,27.0,30.0,W,BD,5055.0,43.6641,-79.44263,Injured or ill Customer (On Train) - Transported,1,23.7,0.0,0.0,0.0,,
210,2024-07-30,07:39:00,Tuesday,QUEEN STATION,MUI,15.0,18.0,S,YU,5496.0,43.65262,-79.37919,Injured or ill Customer (On Train) - Transported,1,25.9,7.4,0.0,7.4,,41.0
211,2024-07-30,14:34:00,Tuesday,CHESTER STATION,MUI,5.0,9.0,E,BD,5146.0,43.67838,-79.35269,Injured or ill Customer (On Train) - Transported,0,25.9,7.4,0.0,7.4,,41.0
212,2024-08-06,13:47:00,Tuesday,GREENWOOD STATION,MUI,32.0,36.0,E,BD,5170.0,43.68498,-79.32734,Injured or ill Customer (On Train) - Transported,0,18.3,2.1,0.0,2.1,,
213,2024-08-09,13:41:00,Friday,BLOOR STATION,MUI,4.0,9.0,S,YU,5616.0,43.67068,-79.38533,Injured or ill Customer (On Train) - Transported,0,21.7,10.8,0.0,10.8,,45.0
214,2024-08-09,19:42:00,Friday,DUNDAS STATION,MUI,36.0,39.0,N,YU,5406.0,43.65651,-79.38062,Injured or ill Customer (On Train) - Transported,0,21.7,10.8,0.0,10.8,,45.0
215,2024-08-09,22:36:00,Friday,YORKDALE STATION,MUI,14.0,19.0,N,YU,5776.0,43.72484,-79.44703,Injured or ill Customer (On Train) - Transported,0,21.7,10.8,0.0,10.8,,45.0
216,2024-08-11,17:25:00,Sunday,EGLINTON WEST STATION,MUI,17.0,21.0,N,YU,5476.0,43.69953,-79.43554,Injured or ill Customer (On Train) - Transported,1,18.1,0.7,0.0,0.7,,55.0
217,2024-08-11,22:08:00,Sunday,KING STATION,MUI,11.0,17.0,S,YU,5936.0,43.64981,-79.37734,Injured or ill Customer (On Train) - Transported,0,18.1,0.7,0.0,0.7,,55.0
218,2024-08-11,22:28:00,Sunday,KIPLING STATION,MUI,6.0,12.0,W,BD,5268.0,43.63795,-79.53535,Injured or ill Customer (On Train) - Transported,0,18.1,0.7,0.0,0.7,,55.0
219,2024-08-12,15:26:00,Monday,QUEEN STATION,MUI,6.0,11.0,S,YU,6131.0,43.65262,-79.37919,Injured or ill Customer (On Train) - Transported,0,19.2,0.0,0.0,0.0,,40.0
220,2024-08-12,23:49:00,Monday,ST GEORGE YUS STATION,MUI,30.0,35.0,N,YU,5531.0,43.6683,-79.3987,Injured or ill Customer (On Train) - Transported,0,19.2,0.0,0.0,0.0,,40.0
221,2024-08-13,23:09:00,Tuesday,EGLINTON STATION,MUI,28.0,33.0,N,YU,5586.0,43.70522,-79.39844,Injured or ill Customer (On Train) - Transported,0,20.3,0.0,0.0,0.0,,
222,2024-08-14,18:05:00,Wednesday,ST CLAIR STATION,MUI,24.0,27.0,N,YU,5991.0,43.68806,-79.39361,Injured or ill Customer (On Train) - Transported,1,21.9,0.0,0.0,0.0,,
223,2024-08-16,15:46:00,Friday,DUNDAS STATION,MUI,25.0,30.0,S,YU,5801.0,43.65651,-79.38062,Injured or ill Customer (On Train) - Transported,1,21.2,2.7,0.0,2.7,,
224,2024-08-18,18:35:00,Sunday,OLD MILL STATION,MUI,17.0,22.0,E,BD,5371.0,43.65053,-79.4957,Injured or ill Customer (On Train) - Transported,1,21.4,21.7,0.0,21.7,,53.0
225,2024-08-20,17:48:00,Tuesday,YORKDALE STATION,MUI,3.0,6.0,N,YU,5836.0,43.72484,-79.44703,Injured or ill Customer (On Train) - Transported,1,15.8,0.0,0.0,0.0,,50.0
226,2024-08-24,23:21:00,Saturday,ST CLAIR WEST STATION,MUI,7.0,13.0,S,YU,6071.0,43.68403,-79.41553,Injured or ill Customer (On Train) - Transported,0,20.3,0.0,0.0,0.0,,
227,2024-08-26,13:48:00,Monday,KENNEDY BD STATION,MUI,4.0,8.0,E,BD,5345.0,43.73228,-79.26554,Injured or ill Customer (On Train) - Transported,0,23.0,0.0,0.0,0.0,,
228,2024-08-26,14:03:00,Monday,MUSEUM STATION,MUI,21.0,26.0,N,YU,5741.0,43.66771,-79.39332,Injured or ill Customer (On Train) - Transported,0,23.0,0.0,0.0,0.0,,
229,2024-08-27,08:45:00,Tuesday,LAWRENCE STATION,MUI,6.0,9.0,S,YU,5641.0,43.72541,-79.40225,Injured or ill Customer (On Train) - Transported,1,26.4,0.0,0.0,0.0,,45.0
230,2024-08-27,02:16:00,Tuesday,DON MILLS STATION,MUI,7.0,14.0,W,SHP,6181.0,43.77556,-79.34655,Injured or ill Customer (On Train) - Transported,0,26.4,0.0,0.0,0.0,,45.0
231,2024-08-28,23:34:00,Wednesday,YONGE BD STATION,MUI,33.0,38.0,E,BD,5058.0,43.6704,-79.3867,Injured or ill Customer (On Train) - Transported,0,21.4,0.2,0.0,0.2,,31.0
232,2024-08-29,13:03:00,Thursday,EGLINTON WEST STATION,MUI,16.0,21.0,S,YU,5501.0,43.69953,-79.43554,Injured or ill Customer (On Train) - Transported,0,,0.0,0.0,0.0,,
233,2024-08-29,14:51:00,Thursday,DUNDAS STATION,MUI,6.0,11.0,S,YU,5581.0,43.65651,-79.38062,Injured or ill Customer (On Train) - Transported,0,,0.0,0.0,0.0,,
234,2024-08-31,17:33:00,Saturday,ST GEORGE BD STATION,MUI,6.0,10.0,W,BD,5217.0,43.6683,-79.3987,Injured or ill Customer (On Train) - Transported,1,22.1,6.4,0.0,6.4,,33.0
235,2024-09-03,07:11:00,Tuesday,ROSEDALE STATION,MUI,13.0,15.0,S,YU,5641.0,43.6784,-79.39,Injured or ill Customer (On Train) - Transported,1,16.3,0.0,0.0,0.0,,
236,2024-09-03,08:01:00,Tuesday,ST PATRICK STATION,MUI,14.0,17.0,S,YU,5411.0,43.6544,-79.3886,Injured or ill Customer (On Train) - Transported,1,16.3,0.0,0.0,0.0,,
237,2024-09-06,15:37:00,Friday,ROSEDALE STATION,MUI,17.0,21.0,N,YU,5931.0,43.6784,-79.39,Injured or ill Customer (On Train) - Transported,1,18.8,2.3,0.0,2.3,,36.0
238,2024-09-07,08:57:00,Saturday,DONLANDS STATION,MUI,3.0,8.0,E,BD,5024.0,43.68418,-79.33492,Injured or ill Customer (On Train) - Transported,1,12.1,0.2,0.0,0.2,,57.0
239,2024-09-08,14:45:00,Sunday,ST CLAIR STATION,MUI,4.0,8.0,S,YU,5776.0,43.68806,-79.39361,Injured or ill Customer (On Train) - Transported,0,12.9,0.0,0.0,0.0,,59.0
240,2024-09-08,17:31:00,Sunday,WARDEN STATION,MUI,13.0,17.0,E,BD,5371.0,43.71158,-79.27936,Injured or ill Customer (On Train) - Transported,1,12.9,0.0,0.0,0.0,,59.0
241,2024-09-10,10:03:00,Tuesday,YORK MILLS STATION,MUI,4.0,9.0,S,YU,5396.0,43.74462,-79.40684,Injured or ill Customer (On Train) - Transported,0,16.4,0.0,0.0,0.0,,
242,2024-09-10,18:18:00,Tuesday,CHESTER STATION,MUI,19.0,23.0,E,BD,5271.0,43.67838,-79.35269,Injured or ill Customer (On Train) - Transported,1,16.4,0.0,0.0,0.0,,
243,2024-09-11,07:41:00,Wednesday,DAVISVILLE STATION,MUI,17.0,19.0,N,YU,6121.0,43.69806,-79.39722,Injured or ill Customer (On Train) - Transported,1,17.4,0.0,0.0,0.0,,
244,2024-09-11,08:42:00,Wednesday,LANSDOWNE STATION,MUI,21.0,23.0,E,BD,5033.0,43.6641,-79.44263,Injured or ill Customer (On Train) - Transported,1,17.4,0.0,0.0,0.0,,
245,2024-09-11,09:14:00,Wednesday,WELLESLEY STATION,MUI,10.0,13.0,S,YU,5931.0,43.66536,-79.38353,Injured or ill Customer (On Train) - Transported,1,17.4,0.0,0.0,0.0,,
246,2024-09-11,18:15:00,Wednesday,DON MILLS STATION,MUI,7.0,14.0,E,SHP,6151.0,43.77556,-79.34655,Injured or ill Customer (On Train) - Transported,1,17.4,0.0,0.0,0.0,,
247,2024-09-12,12:52:00,Thursday,COXWELL STATION,MUI,24.0,28.0,E,BD,5242.0,43.68456,-79.32305,Injured or ill Customer (On Train) - Transported,0,19.1,0.0,0.0,0.0,,
248,2024-09-13,15:39:00,Friday,BLOOR STATION,MUI,18.0,23.0,S,YU,5586.0,43.67068,-79.38533,Injured or ill Customer (On Train) - Transported,1,20.4,0.0,0.0,0.0,,
249,2024-09-13,15:51:00,Friday,CASTLE FRANK STATION,MUI,12.0,15.0,E,BD,5157.0,43.67435,-79.36811,Injured or ill Customer (On Train) - Transported,1,20.4,0.0,0.0,0.0,,
250,2024-09-14,21:58:00,Saturday,VICTORIA PARK STATION,MUI,12.0,18.0,W,BD,5370.0,43.69455,-79.28939,Injured or ill Customer (On Train) - Transported,0,20.2,0.0,0.0,0.0,,
251,2024-09-16,16:34:00,Monday,KIPLING STATION,MUI,3.0,6.0,E,BD,5161.0,43.63795,-79.53535,Injured or ill Customer (On Train) - Transported,1,21.7,0.0,0.0,0.0,,
252,2024-09-16,23:37:00,Monday,ST GEORGE YUS STATION,MUI,14.0,19.0,S,YU,5996.0,43.6683,-79.3987,Injured or ill Customer (On Train) - Transported,0,21.7,0.0,0.0,0.0,,
253,2024-09-17,12:18:00,Tuesday,CHRISTIE STATION,MUI,16.0,20.0,E,BD,5181.0,43.66412,-79.4186,Injured or ill Customer (On Train) - Transported,0,20.5,0.0,0.0,0.0,,
254,2024-09-17,19:59:00,Tuesday,FINCH STATION,MUI,5.0,10.0,N,YU,5466.0,43.78066,-79.41445,Injured or ill Customer (On Train) - Transported,0,20.5,0.0,0.0,0.0,,
255,2024-09-18,15:10:00,Wednesday,COXWELL STATION,MUI,5.0,9.0,E,BD,5232.0,43.68456,-79.32305,Injured or ill Customer (On Train) - Transported,0,19.9,0.0,0.0,0.0,,
256,2024-09-18,15:40:00,Wednesday,WOODBINE STATION,MUI,19.0,23.0,E,BD,5161.0,43.68584,-79.31512,Injured or ill Customer (On Train) - Transported,1,19.9,0.0,0.0,0.0,,
257,2024-09-18,21:17:00,Wednesday,MAIN STREET STATION,MUI,10.0,15.0,E,BD,5273.0,43.68811,-79.30156,Injured or ill Customer (On Train) - Transported,0,19.9,0.0,0.0,0.0,,
258,2024-09-19,07:31:00,Thursday,COLLEGE STATION,MUI,12.0,14.0,S,YU,5741.0,43.66139,-79.38347,Injured or ill Customer (On Train) - Transported,1,20.5,0.0,0.0,0.0,,
259,2024-09-19,08:47:00,Thursday,YONGE BD STATION,MUI,3.0,5.0,W,BD,5271.0,43.6704,-79.3867,Injured or ill Customer (On Train) - Transported,1,20.5,0.0,0.0,0.0,,
260,2024-09-19,13:05:00,Thursday,VICTORIA PARK STATION,MUI,11.0,15.0,W,BD,5093.0,43.69455,-79.28939,Injured or ill Customer (On Train) - Transported,0,20.5,0.0,0.0,0.0,,
261,2024-09-21,13:53:00,Saturday,KIPLING STATION,MUI,4.0,8.0,E,BD,5258.0,43.63795,-79.53535,Injured or ill Customer (On Train) - Transported,0,21.5,25.8,0.0,25.8,,
